Geo Type,Geo ID,Population,Cancer,Historic Redlining Score,Hazardous Waste Proximity,Routine Checkup,Mammogram,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status,Household Characteristics
tract,26163542700,939,5.4%,2.0,69,83.1%,82.4%,56,31,96,97
tract,26163552200,3709,5.4%,3.6,83,74.5%,64.7%,79,50,49,28
tract,26163577100,2428,5.4%,3.0,73,73.3%,70.5%,81,80,72,89
tract,26163533300,1023,5.4%,3.0,78,82.3%,76.7%,45,97,96,88
tract,26163516000,2230,5.3%,3.0,79,82.0%,80.3%,71,87,91,63
tract,26163530900,1626,5.3%,3.0,75,83.4%,78.9%,65,82,91,22
tract,26163539600,3529,5.3%,2.0,62,83.5%,82.7%,39,15,96,17
tract,26163540400,2883,5.3%,3.9,61,83.4%,78.3%,84,64,99,62
tract,26163544300,2388,5.3%,3.7,63,80.5%,77.2%,64,46,87,67
tract,26065004902,5208,5.3%,,68,75.3%,77.6%,76,75,50,4
tract,26021021300,4638,5.3%,,0,77.9%,78.0%,52,67,66,13
tract,26049001500,1291,5.3%,3.1,50,78.9%,71.5%,86,94,79,9
tract,26099263800,2618,5.3%,3.0,85,77.6%,74.6%,92,44,77,65
tract,26077000202,846,5.3%,,72,79.2%,73.1%,91,81,95,81
tract,26125142100,1584,5.3%,2.4,73,78.2%,70.2%,95,89,85,95
tract,26125142200,2764,5.3%,2.7,74,80.4%,66.9%,99,87,89,81
tract,26161405600,4931,5.3%,,83,72.5%,75.3%,49,19,68,41
tract,26161410300,4390,5.3%,,73,69.9%,74.6%,50,66,51,4
tract,26081002100,3184,5.3%,3.4,87,73.3%,73.7%,77,88,40,25
tract,26163524800,2632,5.3%,3.0,75,82.0%,81.2%,55,26,97,73
tract,26163530800,1531,5.3%,3.0,75,82.4%,74.7%,89,57,95,98
tract,26163531400,1206,5.3%,3.0,75,83.0%,78.7%,87,65,99,81
tract,26163532200,1199,5.3%,3.0,79,80.0%,83.4%,76,55,85,47
tract,26163532300,727,5.3%,3.0,79,80.0%,83.4%,76,55,85,47
tract,26163501600,2149,5.3%,3.0,54,80.7%,75.0%,94,94,92,79
tract,26163506700,1066,5.3%,3.0,81,83.8%,77.1%,82,74,99,75
tract,26163507300,1942,5.3%,3.5,76,82.7%,83.2%,58,24,98,24
tract,26161404200,1802,5.3%,,72,69.3%,77.8%,59,64,57,13
tract,26163541800,2373,5.3%,3.4,70,80.5%,76.4%,88,51,82,27
tract,26163537600,3655,5.3%,2.9,62,83.8%,77.8%,81,57,97,99
tract,26163570200,2613,5.3%,3.0,72,80.0%,72.3%,98,61,84,79
tract,26163571000,1915,5.3%,4.0,72,81.2%,80.3%,89,60,94,72
tract,26163574300,3401,5.3%,,,73.3%,73.7%,,,,
tract,26163579300,2396,5.3%,4.0,79,83.3%,75.5%,98,31,100,86
tract,26049000700,2080,5.2%,3.0,47,82.4%,81.1%,90,27,98,93
tract,26065000800,3012,5.2%,3.2,76,74.4%,70.9%,79,25,65,34
tract,26163503100,3096,5.2%,3.0,76,82.8%,81.7%,93,77,97,36
tract,26163512300,1405,5.2%,3.0,73,82.4%,76.2%,93,90,98,86
tract,26163525400,2369,5.2%,4.0,78,78.5%,74.9%,80,80,91,99
tract,26163533500,1195,5.2%,3.0,79,83.3%,77.7%,94,66,93,41
tract,26163534600,1834,5.2%,2.9,79,82.7%,74.5%,88,25,96,99
tract,26163536400,2274,5.2%,3.0,84,83.6%,76.9%,90,40,98,78
tract,26163553200,661,5.2%,3.0,74,82.2%,82.3%,85,50,90,19
tract,26163564900,1904,5.2%,,77,73.9%,74.0%,76,73,60,80
tract,26163570600,2273,5.2%,4.0,78,83.1%,74.7%,82,84,95,56
tract,26121001402,3807,5.2%,3.8,75,79.2%,75.4%,93,78,86,88
tract,26099268300,2626,5.2%,,85,76.6%,70.7%,96,17,52,88
tract,26125141200,3136,5.2%,,63,78.4%,66.0%,96,74,84,99
tract,26163530100,2171,5.2%,3.5,72,83.0%,77.4%,83,95,92,57
tract,26163531200,2576,5.2%,3.1,77,80.6%,82.6%,31,12,85,32
tract,26125161600,2467,5.2%,,61,79.9%,80.8%,47,58,85,14
tract,26081011406,5746,5.2%,3.0,67,73.1%,74.9%,60,39,63,86
tract,26163507800,456,5.2%,4.0,75,80.8%,76.3%,83,52,90,55
tract,26163507900,1102,5.2%,3.0,75,80.8%,76.3%,83,52,90,55
tract,26163508100,1252,5.2%,3.0,79,79.8%,73.8%,96,61,98,94
tract,26163510700,2006,5.2%,4.0,85,77.2%,71.1%,93,86,69,99
tract,26163511000,1562,5.2%,3.6,85,77.2%,71.1%,93,86,69,99
tract,26163512400,1097,5.2%,3.0,73,82.4%,76.2%,93,90,98,86
tract,26163539000,2778,5.2%,3.6,69,82.8%,80.0%,87,43,97,88
tract,26163540300,3524,5.2%,2.0,61,83.6%,80.2%,74,26,98,74
tract,26163540600,3370,5.2%,2.0,64,82.4%,82.6%,71,20,99,82
tract,26163568800,3138,5.2%,,79,77.5%,79.0%,82,94,75,25
tract,26163533700,899,5.2%,3.0,79,83.3%,77.7%,94,66,93,41
tract,26163534200,3398,5.2%,2.8,72,83.5%,74.8%,90,60,97,95
tract,26163534500,683,5.2%,3.0,79,82.7%,74.5%,88,25,96,99
tract,26163536100,3400,5.2%,2.9,70,82.2%,75.4%,90,85,94,90
tract,26025003400,2163,5.1%,,43,70.7%,75.5%,72,52,45,1
tract,26081000800,2717,5.1%,3.3,89,73.1%,70.1%,99,45,56,17
tract,26163521100,1949,5.1%,4.0,75,76.4%,74.3%,71,70,79,41
tract,26163546400,935,5.1%,4.0,68,83.2%,78.0%,94,37,96,68
tract,26099230500,3724,5.1%,,83,75.3%,80.3%,24,76,0,35
tract,26163522300,1266,5.1%,4.0,80,83.3%,73.2%,94,63,99,37
tract,26125142400,3428,5.1%,3.6,77,80.7%,74.8%,90,71,93,89
tract,26081002900,1377,5.1%,3.2,86,74.6%,77.5%,69,70,51,1
tract,26081003500,5306,5.1%,2.8,89,77.6%,76.0%,64,59,78,77
tract,26163526100,3196,5.1%,3.9,76,72.0%,66.5%,97,56,63,86
tract,26163501400,3258,5.1%,1.9,61,81.8%,82.3%,70,30,86,29
tract,26163505100,3736,5.1%,3.0,82,82.1%,78.4%,97,84,94,41
tract,26163507100,2082,5.1%,4.0,77,83.5%,77.9%,89,44,99,61
tract,26163512600,1179,5.1%,3.0,70,82.8%,72.8%,94,86,95,75
tract,26163512900,1228,5.1%,3.0,70,82.8%,72.8%,94,86,95,75
tract,26163540100,2938,5.1%,,61,83.1%,76.2%,76,26,96,74
tract,26163540800,2440,5.1%,,64,82.3%,79.7%,76,11,99,54
tract,26163541000,4176,5.1%,,65,82.8%,81.7%,93,38,99,69
tract,26163546500,2414,5.1%,4.0,68,83.2%,78.0%,94,37,96,68
tract,26163564402,5678,5.1%,,60,76.9%,81.4%,12,12,68,49
tract,26163570800,2971,5.1%,4.0,77,82.0%,79.3%,90,49,91,88
tract,26163536200,2315,5.1%,2.0,65,83.2%,82.4%,68,4,94,95
tract,26163536500,2338,5.1%,3.0,79,82.7%,79.9%,78,14,93,54
tract,26125197500,3883,5.0%,,78,74.9%,75.2%,28,37,69,5
tract,26125141700,2268,5.0%,3.0,70,76.0%,66.7%,93,74,87,96
tract,26163506400,2015,5.0%,4.0,82,79.5%,74.3%,86,60,88,19
tract,26163514100,2585,5.0%,3.1,80,83.2%,76.8%,96,87,94,64
tract,26163531700,1553,5.0%,3.4,74,83.1%,77.1%,99,54,96,18
tract,26163535400,1435,5.0%,3.0,78,83.0%,76.9%,95,44,97,95
tract,26163537500,3064,5.0%,2.0,63,83.1%,76.4%,84,52,95,77
tract,26049001700,1163,5.0%,4.0,55,82.0%,79.4%,85,34,98,95
tract,26125141400,4626,5.0%,2.9,80,75.5%,69.5%,88,61,87,90
tract,26125141600,4485,5.0%,2.8,73,76.5%,72.2%,84,91,88,88
tract,26163531900,904,5.0%,3.0,77,81.8%,78.4%,85,69,90,3
tract,26163588000,5922,5.0%,,67,77.0%,83.6%,57,28,67,1
tract,26163506500,2141,5.0%,3.3,81,82.3%,80.2%,97,20,92,55
tract,26163507200,1091,5.0%,4.0,78,82.1%,78.0%,71,38,99,85
tract,26163512100,2707,5.0%,2.0,74,82.6%,78.0%,95,44,99,79
tract,26163512200,1061,5.0%,3.0,74,82.6%,78.0%,95,44,99,79
tract,26163516600,2534,5.0%,4.0,72,83.3%,80.5%,81,61,97,49
tract,26163540500,3356,5.0%,,62,82.4%,79.4%,85,13,98,72
tract,26163542100,4104,5.0%,1.3,61,82.5%,80.8%,95,59,97,40
tract,26163545600,5503,5.0%,3.1,73,74.5%,69.3%,98,59,55,95
tract,26163552800,4955,5.0%,3.9,83,73.2%,63.7%,92,82,49,61
tract,26163585600,3664,5.0%,4.0,83,80.8%,79.1%,76,75,88,64
tract,26099263900,3625,5.0%,3.0,88,76.2%,77.0%,85,62,64,79
tract,26163532600,1969,5.0%,3.0,84,81.1%,81.5%,84,84,90,60
tract,26163533200,827,5.0%,3.0,77,82.6%,77.8%,99,68,93,94
tract,26163534400,1718,5.0%,3.0,74,82.9%,76.7%,93,36,93,70
tract,26163535000,2741,5.0%,3.0,75,81.7%,81.8%,82,46,100,67
tract,26163535500,3400,5.0%,3.0,78,83.0%,76.9%,95,44,97,95
tract,26021000600,3261,4.9%,,49,83.4%,77.3%,90,17,91,54
tract,26077000100,2717,4.9%,3.0,77,77.2%,75.2%,83,81,79,89
tract,26163511300,2514,4.9%,3.1,82,77.3%,73.1%,91,31,65,88
tract,26163516400,855,4.9%,3.9,71,77.8%,82.4%,65,86,84,36
tract,26163523400,2112,4.9%,3.4,77,74.5%,75.5%,84,52,86,89
tract,26163534100,1590,4.9%,3.0,74,83.3%,77.5%,90,62,98,80
tract,26163542400,2763,4.9%,2.0,63,83.1%,78.1%,84,6,99,67
tract,26049013600,1582,4.9%,4.0,52,81.5%,71.5%,96,85,89,88
tract,26065000600,1893,4.9%,2.3,75,74.5%,76.5%,67,76,56,43
tract,26099264000,2159,4.9%,3.0,85,77.8%,76.1%,94,62,81,76
tract,26077000300,4271,4.9%,3.0,69,79.9%,74.6%,84,60,91,92
tract,26163521900,3105,4.9%,3.2,82,77.5%,78.9%,81,60,67,64
tract,26125136102,4447,4.9%,,74,74.0%,75.0%,48,35,66,13
tract,26081002000,2250,4.9%,,89,74.1%,69.9%,82,99,53,6
tract,26163530300,1312,4.9%,3.2,77,82.7%,80.2%,94,46,95,94
tract,26163530500,1815,4.9%,3.0,76,81.8%,81.0%,89,54,96,66
tract,26163504300,2067,4.9%,2.0,75,82.3%,79.7%,80,85,96,65
tract,26163506800,3890,4.9%,,80,81.5%,78.3%,82,28,98,53
tract,26163513900,1879,4.9%,3.1,77,82.2%,78.3%,91,33,95,28
tract,26163514500,943,4.9%,3.0,78,83.0%,73.6%,91,31,92,94
tract,26163538300,2129,4.9%,,74,83.0%,84.2%,69,52,91,36
tract,26163542600,3731,4.9%,2.0,66,83.1%,78.6%,89,52,100,67
tract,26163543200,2848,4.9%,1.6,63,82.4%,79.0%,85,23,99,92
tract,26163570100,4311,4.9%,3.0,71,78.8%,77.6%,93,38,84,81
tract,26163534700,3423,4.9%,2.5,75,82.1%,76.1%,93,33,95,94
tract,26163536600,2483,4.9%,2.8,78,82.0%,78.8%,91,35,99,40
tract,26163537300,1727,4.9%,3.0,67,81.6%,79.5%,86,10,99,23
tract,26121001300,2306,4.8%,3.8,83,82.6%,73.7%,84,76,88,94
tract,26163535700,1122,4.8%,3.0,74,82.2%,76.9%,88,27,98,95
tract,26163543400,3577,4.8%,1.7,64,82.2%,82.1%,83,47,98,80
tract,26075001100,1989,4.8%,3.2,58,77.3%,73.3%,92,63,80,70
tract,26065000700,2763,4.8%,2.4,76,74.6%,69.6%,93,83,77,82
tract,26163521500,1514,4.8%,4.0,78,79.6%,76.4%,89,63,80,47
tract,26163522200,390,4.8%,4.0,78,81.5%,76.2%,99,92,95,99
tract,26125141500,6378,4.8%,3.9,71,78.8%,71.4%,97,69,90,99
tract,26161410600,2598,4.8%,,80,73.4%,73.3%,99,84,84,86
tract,26163527200,649,4.8%,4.0,78,81.5%,76.2%,99,92,95,99
tract,26163527300,1014,4.8%,4.0,78,81.5%,76.2%,99,92,95,99
tract,26163531500,2715,4.8%,3.0,76,82.4%,76.5%,74,58,97,49
tract,26163531600,1855,4.8%,3.0,75,82.8%,80.4%,66,82,98,73
tract,26163531800,1281,4.8%,3.0,76,82.6%,77.9%,94,54,100,25
tract,26081013300,5197,4.8%,3.0,81,72.3%,71.1%,82,39,78,89
tract,26163500400,1052,4.8%,2.0,73,83.2%,71.6%,98,88,97,28
tract,26163503900,2071,4.8%,2.0,75,82.0%,76.9%,88,72,94,92
tract,26163505200,2961,4.8%,3.0,78,82.0%,80.3%,80,73,96,85
tract,26163506200,1974,4.8%,3.4,82,82.4%,78.4%,86,24,98,91
tract,26163506300,1792,4.8%,3.7,83,81.9%,75.0%,96,20,96,55
tract,26163506600,3423,4.8%,3.1,80,81.7%,77.4%,81,25,97,96
tract,26163506900,3571,4.8%,3.0,78,82.4%,75.8%,98,52,97,74
tract,26163507400,2160,4.8%,3.0,78,82.6%,77.6%,88,93,98,88
tract,26163513600,1379,4.8%,3.2,73,81.7%,76.8%,93,99,92,77
tract,26163515600,1456,4.8%,3.4,73,81.7%,76.8%,93,99,92,77
tract,26163517200,2471,4.8%,4.0,75,71.5%,77.8%,31,78,76,1
tract,26163518000,2863,4.8%,3.7,86,79.1%,83.0%,40,83,77,9
tract,26163540700,3536,4.8%,,63,82.2%,79.5%,95,53,92,88
tract,26163542300,1989,4.8%,2.0,62,83.3%,75.6%,94,24,93,56
tract,26163546300,1998,4.8%,,,81.7%,79.7%,,,,
tract,26163551600,3592,4.8%,,63,79.9%,77.6%,89,42,88,67
tract,26163532700,614,4.8%,3.9,80,82.6%,77.8%,77,59,93,23
tract,26163535300,4195,4.8%,3.0,72,82.3%,80.8%,78,47,99,75
tract,26163536900,3235,4.8%,2.0,63,82.6%,80.1%,93,70,99,82
tract,26163537000,3399,4.8%,2.0,64,82.4%,76.8%,84,85,98,90
tract,26163537100,2275,4.8%,2.3,65,82.9%,73.6%,88,66,97,86
tract,26081002800,1632,4.7%,3.9,88,77.7%,67.8%,91,99,85,96
tract,26125172400,1651,4.7%,,67,78.7%,75.5%,80,77,73,64
tract,26163504200,1926,4.7%,2.0,72,80.9%,77.7%,97,74,98,35
tract,26163504900,3486,4.7%,3.0,80,82.4%,75.9%,97,40,98,47
tract,26163517300,2436,4.7%,4.0,85,77.3%,77.5%,87,80,80,78
tract,26021000300,1958,4.7%,,49,82.9%,73.2%,95,73,93,70
tract,26145001100,2569,4.7%,3.6,43,81.2%,71.1%,93,78,88,85
tract,26163524100,3695,4.7%,3.0,79,73.4%,65.3%,99,54,87,99
tract,26163531100,951,4.7%,3.0,76,82.9%,77.9%,94,89,93,27
tract,26163504000,1241,4.7%,2.0,72,82.1%,79.8%,87,19,97,76
tract,26163505000,795,4.7%,3.0,80,82.4%,75.9%,97,40,98,47
tract,26163511200,1204,4.7%,4.0,82,81.0%,75.6%,97,46,89,60
tract,26163537700,3083,4.7%,2.0,63,81.6%,79.9%,83,24,99,37
tract,26163537800,1446,4.7%,3.0,66,82.8%,75.0%,82,19,98,83
tract,26163545700,3399,4.7%,3.8,70,77.6%,69.8%,94,25,79,91
tract,26163546200,3945,4.7%,,,79.5%,80.0%,,,,
tract,26163546700,2705,4.7%,,68,81.6%,81.4%,90,36,95,98
tract,26163552000,3298,4.7%,3.3,81,74.7%,66.9%,95,53,71,47
tract,26163552400,2842,4.7%,4.0,83,74.8%,69.6%,94,69,61,69
tract,26163533400,2171,4.7%,3.0,76,82.0%,76.3%,94,15,100,48
tract,26163533600,1674,4.7%,3.0,78,81.3%,75.4%,94,35,96,68
tract,26163537200,592,4.7%,3.0,69,82.8%,72.1%,100,4,99,37
tract,26021000500,1704,4.6%,,48,81.8%,71.9%,99,34,98,26
tract,26163507000,2956,4.6%,3.5,79,82.6%,75.8%,81,75,96,64
tract,26163532400,1412,4.6%,3.0,81,82.5%,73.2%,64,86,87,74
tract,26163543600,1084,4.6%,4.0,66,79.5%,76.0%,89,38,93,73
tract,26163543800,777,4.6%,4.0,66,79.5%,76.0%,89,38,93,73
tract,26163545400,1863,4.6%,,71,83.0%,72.7%,96,86,94,98
tract,26021000400,2529,4.6%,,46,82.1%,73.3%,95,96,91,94
tract,26021002200,3088,4.6%,,53,82.2%,67.9%,98,79,97,86
tract,26163521400,1147,4.6%,4.0,77,75.0%,80.8%,68,25,72,17
tract,26081003600,2554,4.6%,3.1,88,77.3%,67.6%,98,89,89,87
tract,26163526500,1821,4.6%,3.2,82,80.3%,72.0%,89,44,98,96
tract,26163530400,1045,4.6%,3.0,79,82.5%,76.7%,88,46,96,95
tract,26163503600,1431,4.6%,2.7,78,81.4%,77.9%,92,59,97,17
tract,26163504100,1357,4.6%,2.0,70,81.9%,76.2%,98,36,100,60
tract,26161403600,5443,4.6%,,77,69.2%,75.4%,37,79,73,12
tract,26163540200,3345,4.6%,2.0,60,82.3%,79.0%,95,12,100,82
tract,26163545100,773,4.6%,3.0,69,82.0%,76.0%,98,12,98,6
tract,26163545300,2078,4.6%,3.0,71,83.0%,72.7%,96,86,94,98
tract,26163545500,4002,4.6%,3.3,71,78.0%,71.5%,89,91,86,97
tract,26163535100,1737,4.6%,3.0,74,83.2%,75.6%,96,47,99,93
tract,26163536300,2745,4.6%,2.5,74,82.2%,78.1%,91,39,99,38
tract,26163503400,955,4.5%,3.0,75,82.0%,74.7%,81,18,95,25
tract,26163506100,2014,4.5%,3.2,82,82.6%,78.0%,80,7,94,45
tract,26163541200,2274,4.5%,3.3,63,80.9%,75.0%,97,53,96,62
tract,26163552300,3204,4.5%,3.8,82,73.9%,69.4%,89,50,68,72
tract,26163553800,1557,4.5%,3.0,76,80.6%,78.2%,88,81,94,71
tract,26077000600,4871,4.5%,2.8,72,71.7%,73.9%,87,69,33,9
tract,26163524000,3312,4.5%,3.4,,73.3%,71.5%,,,,
tract,26081001300,3149,4.5%,3.5,89,73.9%,69.4%,92,59,68,79
tract,26081003000,1908,4.5%,3.7,85,74.6%,79.8%,82,74,65,18
tract,26163526000,3122,4.5%,3.8,77,70.7%,63.8%,94,85,69,96
tract,26163500500,1289,4.5%,2.0,70,82.1%,80.7%,83,56,94,42
tract,26163504400,1567,4.5%,2.1,78,81.1%,77.3%,84,58,99,82
tract,26163505400,2412,4.5%,2.5,76,81.2%,79.5%,96,90,97,64
tract,26163511900,1369,4.5%,4.0,83,78.8%,75.4%,83,63,81,48
tract,26163541300,2872,4.5%,3.0,63,79.9%,80.2%,80,42,89,25
tract,26163544000,2634,4.5%,4.0,67,81.2%,81.2%,78,78,95,55
tract,26163522000,1936,4.5%,4.0,79,81.3%,72.1%,92,93,96,65
tract,26163533900,2799,4.5%,3.2,83,79.2%,81.8%,78,72,81,18
tract,26163534300,1477,4.5%,3.0,73,81.4%,78.2%,97,52,99,78
tract,26081003700,4506,4.4%,2.1,88,75.9%,72.8%,91,45,84,77
tract,26163521300,889,4.4%,4.0,78,81.0%,77.5%,74,46,92,80
tract,26163536800,1803,4.4%,2.0,68,82.2%,78.2%,93,18,99,74
tract,26103000600,2758,4.4%,,23,72.4%,69.5%,48,65,6,9
tract,26163522100,662,4.4%,4.0,78,81.0%,77.5%,74,46,92,80
tract,26163501300,3011,4.4%,2.0,66,81.1%,82.3%,86,61,97,56
tract,26163545200,2515,4.4%,3.0,69,82.0%,76.1%,92,72,98,86
tract,26163535200,2048,4.4%,3.0,72,82.5%,73.6%,95,73,100,86
tract,26081003100,4003,4.3%,3.0,86,78.2%,78.8%,84,71,88,85
tract,26163500200,2834,4.3%,3.0,70,81.6%,78.4%,81,13,97,63
tract,26163520700,2836,4.3%,4.0,76,74.2%,84.7%,58,91,71,4
tract,26163530200,4298,4.3%,3.0,73,80.3%,79.4%,81,86,90,65
tract,26163543900,782,4.3%,4.0,67,80.9%,72.0%,89,80,95,80
tract,26049002800,2693,4.3%,3.7,50,75.3%,72.8%,93,87,65,35
tract,26121000402,4302,4.3%,,79,74.5%,68.8%,88,95,77,56
tract,26081002400,3046,4.3%,1.7,81,72.9%,78.2%,30,55,34,1
tract,26081002500,4702,4.3%,3.0,83,71.8%,77.4%,34,38,33,2
tract,26163525700,5372,4.3%,4.0,79,72.3%,71.8%,99,41,88,90
tract,26163501100,2886,4.3%,1.3,67,81.3%,78.7%,95,61,100,54
tract,26163501500,4516,4.3%,3.0,58,80.7%,78.7%,81,34,94,53
tract,26163501900,2872,4.3%,2.0,61,81.5%,79.0%,91,42,93,96
tract,26163508000,1273,4.3%,3.0,77,81.0%,73.1%,98,35,84,92
tract,26161402100,3046,4.3%,,86,68.0%,78.6%,34,68,60,6
tract,26163552100,3814,4.3%,3.6,83,75.4%,67.9%,95,76,72,89
tract,26081002200,4682,4.2%,3.0,85,72.4%,76.1%,28,63,33,14
tract,26163543500,944,4.2%,1.6,64,81.5%,72.9%,76,44,92,62
tract,26163546600,2027,4.2%,,67,81.7%,76.8%,83,18,94,50
tract,26081001900,5323,4.2%,3.3,84,72.6%,75.3%,38,79,54,3
tract,26163524300,2904,4.2%,3.7,80,73.2%,69.3%,96,25,86,77
tract,26163525500,1177,4.2%,4.0,81,73.8%,68.1%,94,66,96,94
tract,26163525600,1551,4.2%,4.0,81,73.8%,68.1%,94,66,96,94
tract,26163500600,2891,4.2%,2.7,70,81.6%,80.0%,87,25,99,20
tract,26163541100,2359,4.2%,3.0,63,81.7%,76.9%,86,45,97,79
tract,26163545800,5325,4.2%,3.6,69,76.4%,68.1%,94,61,81,94
tract,26163546000,3086,4.2%,,68,79.9%,79.0%,86,58,92,96
tract,26163501200,1648,4.1%,1.1,66,81.6%,74.0%,97,42,99,78
tract,26163523200,3956,4.1%,4.0,81,72.7%,68.0%,94,50,87,99
tract,26049001800,2175,4.1%,,53,77.9%,67.5%,86,82,89,66
tract,26125140900,5419,4.1%,3.0,66,73.3%,72.3%,81,60,77,30
tract,26081001400,2303,4.1%,3.5,91,72.2%,78.3%,47,10,39,1
tract,26081003200,5392,4.1%,3.2,85,77.0%,74.3%,94,27,80,83
tract,26163524200,5379,4.1%,3.2,80,72.6%,71.0%,92,45,83,96
tract,26163526200,3285,4.1%,3.9,77,71.3%,67.4%,98,69,80,96
tract,26163526400,1356,4.1%,4.0,79,74.4%,72.9%,99,62,91,61
tract,26163502000,2076,4.1%,2.6,66,81.5%,78.9%,88,57,97,47
tract,26163503300,3508,4.1%,2.0,80,81.0%,76.1%,95,35,98,62
tract,26163503500,2784,4.1%,2.2,77,80.4%,77.0%,36,49,99,84
tract,26163510600,6074,4.1%,4.0,81,75.4%,66.1%,94,58,81,97
tract,26163544100,2479,4.1%,4.0,66,81.1%,76.5%,85,46,92,41
tract,26163546100,3579,4.1%,,66,80.0%,78.6%,86,20,93,92
tract,26163546800,3925,4.1%,4.0,69,81.0%,76.9%,86,74,98,65
tract,26163546900,1061,4.1%,4.0,69,81.0%,76.9%,86,74,98,65
tract,26163500700,4608,4.0%,,65,81.8%,77.1%,95,55,96,51
tract,26163545900,4000,4.0%,3.0,68,79.1%,74.5%,90,88,87,84
tract,26163523300,3350,4.0%,4.0,79,70.8%,70.7%,85,70,92,98
tract,26125197702,2203,4.0%,,85,74.0%,79.9%,9,29,75,6
tract,26163500800,3179,4.0%,,61,81.5%,76.1%,93,7,94,72
tract,26163501000,3094,4.0%,1.0,66,80.5%,73.3%,88,95,99,69
tract,26163543700,2620,3.9%,3.2,68,80.0%,75.6%,87,63,98,78
tract,26075005800,5113,3.9%,,46,69.5%,76.5%,,,68,
tract,26163523800,4683,3.9%,3.9,83,71.4%,70.6%,94,53,82,85
tract,26081001500,3608,3.9%,4.0,86,72.4%,70.3%,87,42,72,42
tract,26081002700,3480,3.9%,,86,71.6%,77.6%,78,49,39,8
tract,26163500100,3369,3.9%,3.0,67,80.9%,77.0%,94,39,96,33
tract,26163500900,3550,3.9%,1.0,64,80.5%,75.6%,95,47,98,68
tract,26087336500,1268,3.8%,,36,73.1%,68.6%,,,78,
tract,26077000500,3903,3.8%,2.8,68,71.8%,74.4%,92,86,60,18
tract,26163523100,1480,3.8%,4.0,84,72.1%,65.3%,98,81,84,78
tract,26081004000,4048,3.8%,2.6,87,71.8%,67.3%,87,56,90,74
tract,26161414000,3408,3.7%,,78,67.9%,73.9%,65,94,74,16
tract,26163525800,2046,3.7%,4.0,78,70.4%,68.1%,100,96,89,99
tract,26163526300,3685,3.7%,4.0,78,71.4%,65.6%,98,72,89,96
tract,26163522400,972,3.7%,3.9,84,80.2%,79.2%,82,88,84,57
tract,26081003900,3540,3.7%,4.0,87,71.2%,70.4%,83,75,87,93
tract,26163500300,1900,3.7%,3.0,70,80.0%,78.0%,86,30,95,16
tract,26163503200,2453,3.7%,,84,80.5%,76.8%,96,14,90,12
tract,26067982200,3172,3.6%,,35,70.4%,67.0%,,,74,
tract,26161421900,1359,3.6%,,0,67.5%,,,,73,
tract,26163510500,4257,3.6%,3.7,80,75.6%,68.9%,93,57,89,44
tract,26163985300,233,3.6%,4.0,74,73.5%,72.1%,72,64,65,0
tract,26163510400,514,3.6%,4.0,80,75.6%,68.9%,93,57,89,44
tract,26161400100,2348,3.5%,,91,67.4%,70.5%,77,59,47,0
tract,26081003800,5249,3.5%,3.0,87,71.0%,65.1%,96,69,89,82
tract,26161415200,2297,3.4%,,71,66.7%,76.9%,39,21,65,5
tract,26161411000,2820,3.4%,,72,66.3%,74.6%,55,74,32,2
tract,26161410100,3060,3.3%,,77,69.4%,73.4%,83,43,75,39
tract,26163520400,1941,3.3%,4.0,85,74.8%,75.6%,97,86,86,48
tract,26057000400,3748,3.2%,,40,70.0%,77.2%,,,74,
tract,26073000700,8504,3.2%,,46,71.8%,70.8%,69,28,14,5
tract,26061000800,6358,3.2%,,21,70.0%,71.4%,85,99,37,2
tract,26081002600,3871,3.2%,,88,71.3%,67.6%,97,92,85,89
tract,26049003400,2316,3.1%,4.0,45,76.7%,64.0%,93,86,92,68
tract,26163985100,200,3.1%,3.8,85,69.7%,79.0%,79,76,79,0
tract,26073000500,4435,2.9%,,53,70.3%,68.4%,60,35,22,0
tract,26033980200,1262,2.9%,,0,71.3%,,,,82,
tract,26073000800,2899,2.9%,,43,71.0%,63.5%,80,93,32,6
tract,26125168900,5695,2.8%,,52,72.8%,80.8%,3,54,83,34
tract,26163520300,2624,2.7%,4.0,87,71.6%,79.0%,73,87,72,3
tract,26161411200,2591,2.6%,,71,70.7%,71.2%,84,50,80,51
tract,26065004403,1656,2.4%,3.0,70,72.1%,75.3%,69,77,56,1
tract,26037011200,2223,2.4%,,52,74.3%,66.4%,86,57,47,3
tract,26065002902,4434,2.3%,3.0,79,71.0%,76.7%,78,77,70,5
tract,26065004100,5535,2.1%,1.7,80,71.0%,66.0%,73,92,25,1
tract,26065004402,1399,2.1%,,71,73.2%,76.8%,50,47,82,8
tract,26161402600,2532,1.9%,,86,65.2%,75.5%,46,84,77,2
tract,26161400800,3224,1.7%,,91,64.5%,66.8%,72,86,49,0
tract,26161400300,7393,1.5%,,83,64.5%,65.5%,62,99,39,0
tract,26163520200,3138,1.5%,3.6,88,72.6%,76.7%,72,93,67,2
tract,26077001507,6418,1.4%,,67,68.8%,69.3%,88,86,52,2
tract,26103000500,1928,1.4%,,24,66.2%,67.0%,57,59,32,1
tract,26161400500,7332,1.4%,,84,64.6%,66.3%,74,89,39,0
tract,26065004302,2604,1.3%,2.0,71,70.3%,65.1%,75,95,57,1
tract,26077001504,4683,1.3%,,67,68.9%,69.1%,85,74,50,1
